LAMMPS (9 Dec 2014)
variable        x index 1
variable        y index 1
variable        z index 1

variable        xx equal 20*$x
variable        xx equal 20*1
variable        yy equal 20*$y
variable        yy equal 20*1
variable        zz equal 20*$z
variable        zz equal 20*1

units           metal
atom_style      atomic

lattice         fcc 3.6100
Lattice spacing in x,y,z = 3.61 3.61 3.61
region          box block 0.0 ${xx} 0.0 ${yy} 0.0 ${zz}
region          box block 0.0 20 0.0 ${yy} 0.0 ${zz}
region          box block 0.0 20 0.0 20 0.0 ${zz}
region          box block 0.0 20 0.0 20 0.0 20
create_box      1 box
Created orthogonal box = (0 0 0) to (72.2 72.2 72.2)
  1 by 1 by 1 MPI processor grid
create_atoms    1 box
Created 32000 atoms

#pair_style      kim KIMvirial EAM_Johnson_NearestNeighbor_Cu__MO_887933271505_001
pair_style      kim KIMvirial EAM_Dynamo_Mendelev_King_Cu__MO_748636486270_001
pair_coeff      * * Cu

mass            1 63.546
velocity        all create 200.0 232345 loop geom

neighbor        0.3 bin
neigh_modify    delay 0 every 1 check yes

fix             1 all nve

thermo          100
run             10000
Memory usage per processor = 9.45458 Mbytes
Step Temp E_pair E_mol TotEng Press 
    7600    102.19495   -109021.06            0   -108598.36    39022.071 
    7700    101.46514   -109018.04            0   -108598.36    39065.792 
    7800    100.93967   -109015.87            0   -108598.36    39048.806 
    7900    100.92923   -109015.82            0   -108598.36    39051.478 
    8000    102.97562   -109024.29            0   -108598.36    39054.821 
    8100    102.52368   -109022.42            0   -108598.36    39041.249 
    8200    100.72448   -109014.98            0   -108598.36    39072.134 
    8300    102.61619    -109022.8            0   -108598.36    38988.839 
    8400    100.87671   -109015.61            0   -108598.36    39055.052 
    8500     102.4211   -109021.99            0   -108598.36    39070.907 
    8600    102.92719   -109024.09            0   -108598.36    39077.397 
    8700    101.86312   -109019.69            0   -108598.36    39040.003 
    8800    103.12037   -109024.89            0   -108598.36    39028.319 
    8900     101.3607   -109017.61            0   -108598.36    39042.432 
    9000    99.852932   -109011.37            0   -108598.36    39072.356 
    9100    103.24645   -109025.41            0   -108598.36    39034.068 
    9200    100.47018   -109013.92            0   -108598.36    39097.066 
    9300     100.9139   -109015.76            0   -108598.36    39065.463 
    9400    102.50104   -109022.33            0   -108598.36    39034.947 
    9500    101.48977   -109018.14            0   -108598.36    39059.096 
    9600    99.956689    -109011.8            0   -108598.36    39055.875 
    9700    100.20809   -109012.84            0   -108598.36    39066.259 
    9800    101.12478   -109016.63            0   -108598.36    39074.992 
    9900       100.21   -109012.85            0   -108598.36    39039.968 
   10000    100.47063   -109013.93            0   -108598.36    39077.147 
Loop time of 940.891 on 1 procs for 10000 steps with 32000 atoms

Pair  time (%) = 900.391 (95.6956)
Neigh time (%) = 30.594 (3.2516)
Comm  time (%) = 2.44882 (0.260266)
Outpt time (%) = 0.0121639 (0.0012928)
Other time (%) = 7.44469 (0.791239)

Nlocal:    32000 ave 32000 max 32000 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:    19911 ave 19911 max 19911 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:    1.48016e+06 ave 1.48016e+06 max 1.48016e+06 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 1480162
Ave neighs/atom = 46.2551
Neighbor list builds = 360
Dangerous builds = 0
